param L:= 10; #Number of shipping centres
param P:= 180; #Number of packages to be shipped
param V:= 120; #Number of vehicle types
param K:= 18; #number of pairs of incompatible packages
param I: 1    2:=
	1  41  93
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[84,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[85,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[86,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[87,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[88,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[89,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[90,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[91,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[92,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[93,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[94,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[95,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[96,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   
 

[97,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0   #time taken by plane from one center to another

[98,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[99,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[100,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[101,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[102,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[103,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[104,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[105,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[106,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[107,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[108,*,*]:    1          2             3           4           5          6            7           8           9              10:=
       1    0	     60.33333333	31	      27.66666667	37	      23.33333333	55	      68	      28.66666667	47.33333333
	 2   60.33333333 0	      56.33333333	35	      33.66666667	38.33333333	27	      12	      33.66666667	38
	 3   31	     56.33333333	0	      40	      22.33333333	24.66666667	65	      67.33333333	26	      63.33333333
	 4   27.66666667 35	      40	      0	      27.66666667	15.33333333	28	      41	      16.66666667	23.33333333
	 5   37	     33.66666667	22.33333333	27.66666667	0	      15.66666667	46.33333333	45	      11.33333333	48.33333333
	 6   23.33333333 38.33333333	24.66666667	15.33333333	15.66666667	0	      40.66666667	47.66666667	5.666666667	38.66666667
	 7   55	     27	      65	      28	      46.33333333	40.66666667	0	      23.33333333	39	      13.66666667
	 8   68	     12	      67.33333333	41	      45	      47.66666667	23.33333333	0	      43.66666667	36.66666667
	 9   28.66666667 33.66666667	26	      16.66666667	11.33333333	5.666666667	39	      43.66666667	0	      38.66666667
	10   47.33333333 38	      63.33333333	23.33333333	48.33333333	38.66666667	13.66666667	36.66666667	38.66666667	0 

[109,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 	#time taken by train to reach one center to another

[110,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[111,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[112,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[113,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[114,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[115,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0

[116,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[117,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
	 9  43	50.5	39	25	17	8.5	58.5	65.5	0	58
	10  71	57	95	35	72.5	58	20.5	55	58	0 

[118,*,*]:    1     2     3     4       5    6     7     8     9    10:=
       1    0	90.5	46.5	41.5	55.5	35	82.5	102	43	71
	 2  90.5	0	84.5	52.5	50.5	57.5	40.5	18	50.5	57
	 3  46.5	84.5	0	60	33.5	37	97.5	101	39	95
	 4  41.5	52.5	60	0	41.5	23	42	61.5	25	35
	 5  55.5	50.5	33.5	41.5	0	23.5	69.5	67.5	17	72.5
	 6  35	57.5	37	23	23.5	0	61	71.5	8.5	58
	 7  82.5	40.5	97.5	42	69.5	61	0	35	58.5	20.5
	 8  102	18	101	61.5	67.5	71.5	35	0	65.5	55
